index,id,x,y,lon,lat,s2_id,geometry
1666324130,1666324130,527977.9935036988,181281.1300634275,-0.15698123828002825,51.51596669230789,5221390284694107959,"[527977.9935036988, 181281.1300634275]"
1666324135,1666324135,528396.2909888483,181294.51926065335,-0.15095123958452447,51.51599220145256,5221390310473002195,"[528396.2909888483, 181294.51926065335]"
1666324146,1666324146,528487.9302256414,181321.86123862915,-0.14962131418014768,51.51621710813681,5221390312062772147,"[528487.9302256414, 181321.86123862915]"
1666324167,1666324167,528179.4449021231,181344.30395271408,-0.15405657838533407,51.516488808299094,5221390287555878435,"[528179.4449021231, 181344.30395271408]"
1666324175,1666324175,528240.008844808,181363.1352205546,-0.15317736040383428,51.516644313069456,5221390287438117195,"[528240.008844808, 181363.1352205546]"
1666324195,1666324195,528371.1913750354,181397.9271491163,-0.15127512311029734,51.51692722211232,5221390309598775423,"[528371.1913750354, 181397.9271491163]"
1666324202,1666324202,528243.500711408,181396.70592086553,-0.15311485247420478,51.516945219937085,5221390287823127471,"[528243.500711408, 181396.70592086553]"
1666324213,1666324213,528292.0283964905,181410.74971993983,-0.15241073828132176,51.51706042354487,5221390309434553727,"[528292.0283964905, 181410.74971993983]"
1666324225,1666324225,528228.7424108768,181438.7402936009,-0.15331214727726034,51.51732632805321,5221390287794223529,"[528228.7424108768, 181438.7402936009]"
1666324226,1666324226,528212.0696000111,181486.2233683832,-0.15353504194326206,51.51775683689836,5221390288383503007,"[528212.0696000111, 181486.2233683832]"
1666324244,1666324244,527942.5832275221,181647.95616506954,-0.15735817236071709,51.51927136365614,5221390281843534697,"[527942.5832275221, 181647.95616506954]"
1666324247,1666324247,527914.6700939084,181739.7336501116,-0.15772696069305284,51.52010248083084,5221390281952600501,"[527914.6700939084, 181739.7336501116]"
1666324248,1666324248,527894.7414089141,181808.05527447333,-0.15798925177928091,51.52072099363084,5221390292993989879,"[527894.7414089141, 181808.05527447333]"
1667118055,1667118055,528258.2333797977,181558.68214494787,-0.15284371729714327,51.51839755153224,5221390288063823297,"[528258.2333797977, 181558.68214494787]"
1667118060,1667118060,528251.9484338786,181607.45104256074,-0.1529165093259683,51.518837260789134,5221390288082465055,"[528251.9484338786, 181607.45104256074]"
