index,id,from,to,freespeed,capacity,permlanes,oneway,modes,s2_from,s2_to,attributes,length,geometry,u,v
480,480,25472678,5146389198,4.166666666666667,600.0,1.0,1,{'car'},5221366508816860739,5221366508825915791,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'residential', 'osm:way:id': 529829560.0, 'osm:way:name': 'Brook Street', 'osm:way:oneway': 'no'}",21.898428206802514,sfhx_maBorphfu`@p}|~Bd~te@,25472678,5146389198
481,481,25472678,108257,4.166666666666667,600.0,1.0,1,{'car'},5221366508816860739,5221366508699258235,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'residential', 'osm:way:id': 529829560.0, 'osm:way:name': 'Brook Street', 'osm:way:oneway': 'no'}",32.68482592542775,sfhx_maBorphfu`@a||}D_uxx@,25472678,108257
547,547,25472678,25472673,4.166666666666667,600.0,1.0,1,{'car'},5221366508816860739,5221366509296415409,"{'osm:way:highway': 'residential', 'osm:way:id': 4253570.0, 'osm:way:name': 'Binney Street', 'osm:way:oneway': 'yes'}",70.06879959340493,sfhx_maBorphfu`@z`|bCqayuK,25472678,25472673
1847,1847,25472756,2121773745,4.166666666666667,600.0,1.0,1,{'car'},5221366508471547785,5221366508471717575,"{'osm:way:highway': 'residential', 'osm:way:id': 202195797.0, 'osm:way:name': 'Davies Street', 'osm:way:oneway': 'no'}",1.3451489470028273,o__tomaBcd|jzu`@~ubBaarF,25472756,2121773745
1848,1848,25472756,25256615,4.166666666666667,600.0,1.0,1,{'car'},5221366508471547785,5221366508496638387,"{'osm:way:highway': 'residential', 'osm:way:id': 202195797.0, 'osm:way:name': 'Davies Street', 'osm:way:oneway': 'no'}",30.712226395790616,o__tomaBcd|jzu`@_|lw@xdwqD,25472756,25256615
550,550,25472756,25472648,4.166666666666667,600.0,1.0,1,{'car'},5221366508471547785,5221366508317212371,"{'osm:way:highway': 'residential', 'osm:way:id': 4253588.0, 'osm:way:name': ""St. Anselm's Place""}",80.63510144800111,o__tomaBcd|jzu`@jp}tMx_dqC,25472756,25472648
2235,2235,25472757,5458472045,22.22222222222222,4500.0,3.0,1,{'car'},5221390729993931679,5221390729905380967,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'primary', 'osm:way:id': 199661226.0, 'osm:way:lanes': '3', 'osm:way:name': 'Bloomsbury Way', 'osm:way:oneway': 'yes'}",20.895999647252495,}wbyhxaBirexoy`@}gseBqyujA,25472757,5458472045
2113,2113,25472758,25470679,22.22222222222222,3000.0,2.0,1,{'car'},5221390732291448817,5221390732242665265,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'primary', 'osm:way:id': 49934748.0, 'osm:way:lanes': '2', 'osm:way:name': 'High Holborn', 'osm:way:oneway': 'yes'}",42.40532757007066,i~~`wxaBa_q{{x`@nw}wFz~leA,25472758,25470679
230,230,25472758,25472766,4.166666666666667,600.0,1.0,1,{'car'},5221390732291448817,5221390729703679375,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4615510.0, 'osm:way:name': 'Southampton Place', 'osm:way:oneway': 'yes'}",75.99770959108787,i~~`wxaBa_q{{x`@|c}lGyzexJ,25472758,25472766
1999,1999,25472759,4356620360,4.166666666666667,600.0,1.0,1,{'car'},5221390725984830135,5221390726011950951,"{'osm:way:highway': 'unclassified', 'osm:way:id': 685539698.0, 'osm:way:name': 'Bury Place'}",37.62472783250861,om|d{waBohyozx`@`njbCosj{D,25472759,4356620360
248,248,25472759,25472762,4.166666666666667,600.0,1.0,1,{'car'},5221390725984830135,5221390730233098415,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253606.0, 'osm:way:name': 'Barter Street'}",48.66673149602721,om|d{waBohyozx`@yh{vFo~sbD,25472759,25472762
2861,2861,25472759,25472769,4.166666666666667,600.0,1.0,1,{'car'},5221390725984830135,5221390730309343929,"{'osm:way:highway': 'unclassified', 'osm:way:id': 230159008.0, 'osm:way:name': 'Bury Place'}",21.391098898506073,om|d{waBohyozx`@ur_eAzevlB,25472759,25472769
2002,2002,25472762,6424532776,4.166666666666667,600.0,1.0,1,{'car'},5221390730233098415,5221390730166357661,"{'osm:way:highway': 'unclassified', 'osm:way:id': 685539696.0, 'osm:way:name': 'Barter Street'}",39.82676496217728,iwx|bxaB_hns_y`@|cnjCqzafE,25472762,6424532776
249,249,25472762,25472759,4.166666666666667,600.0,1.0,1,{'car'},5221390730233098415,5221390725984830135,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253606.0, 'osm:way:name': 'Barter Street'}",48.66673149602721,iwx|bxaB_hns_y`@xh{vFn~sbD,25472762,25472759
250,250,25472762,25472766,4.166666666666667,600.0,1.0,1,{'car'},5221390730233098415,5221390729703679375,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253606.0, 'osm:way:name': 'Barter Street'}",74.41072474558578,iwx|bxaB_hns_y`@aaguJ{qh`G,25472762,25472766
2234,2234,25472764,25472757,22.22222222222222,4500.0,3.0,1,{'car'},5221390730164992797,5221390729993931679,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'primary', 'osm:way:id': 199661226.0, 'osm:way:lanes': '3', 'osm:way:name': 'Bloomsbury Way', 'osm:way:oneway': 'yes'}",73.92195816616609,miqm}waBslrmgy`@ompjJudriG,25472764,25472757
246,246,25472764,6424532776,4.166666666666667,600.0,1.0,1,{'car'},5221390730164992797,5221390730166357661,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253607.0, 'osm:way:name': 'Barter Street'}",10.210494335443032,miqm}waBslrmgy`@}gwb@`h`r@,25472764,6424532776
231,231,25472766,4356620362,4.166666666666667,600.0,1.0,1,{'car'},5221390729703679375,5221390729892553795,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4615510.0, 'osm:way:name': 'Southampton Place', 'osm:way:oneway': 'yes'}",39.46621711249161,ky`snxaB{zwtgy`@h_|jCmyacE,25472766,4356620362
251,251,25472766,25472762,4.166666666666667,600.0,1.0,1,{'car'},5221390729703679375,5221390730233098415,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253606.0, 'osm:way:name': 'Barter Street'}",74.41072474558578,ky`snxaB{zwtgy`@`aguJzqh`G,25472766,25472762
1690,1690,25472769,4587152383,4.166666666666667,600.0,1.0,1,{'car'},5221390730309343929,5221390725962464259,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'unclassified', 'osm:way:id': 4393564.0, 'osm:way:name': 'New Oxford Street', 'osm:way:oneway': 'yes'}",26.15372923944457,ea}j}waBsabbwx`@jrq{Czn`^,25472769,4587152383
2024,2024,25472769,3085005043,4.166666666666667,600.0,1.0,1,{'car'},5221390730309343929,5221390730304192503,"{'osm:relation:route': 'bus', 'osm:way:highway': 'unclassified', 'osm:way:id': 506489666.0, 'osm:way:name': 'New Oxford Street'}",14.240897287269012,ea}j}waBsabbwx`@_tbuA_qdJ,25472769,3085005043
2862,2862,25472769,25472759,4.166666666666667,600.0,1.0,1,{'car'},5221390730309343929,5221390725984830135,"{'osm:way:highway': 'unclassified', 'osm:way:id': 230159008.0, 'osm:way:name': 'Bury Place'}",21.391098898506073,ea}j}waBsabbwx`@tr_eA{evlB,25472769,25472759
1457,1457,25472806,25256615,4.166666666666667,600.0,1.0,1,{'car'},5221366507106170749,5221366508496638387,"{'osm:way:highway': 'residential', 'osm:way:id': 4253727.0, 'osm:way:name': 'Davies Mews'}",72.65185659659109,iflr~maBwel`yu`@xh~dLlfggC,25472806,25256615
255,255,25472806,25256616,4.166666666666667,600.0,1.0,1,{'car'},5221366507106170749,5221366507778051133,"{'osm:way:highway': 'residential', 'osm:way:id': 4253623.0, 'osm:way:name': 'South Molton Lane', 'osm:way:oneway': 'yes'}",110.89838962155547,iflr~maBwel`yu`@`e}pPal_jH,25472806,25256616
2499,2499,25472808,25256623,4.166666666666667,600.0,1.0,1,{'car'},5221366502327137529,5221366506880402723,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'residential', 'osm:way:id': 38310454.0, 'osm:way:name': 'Brook Street', 'osm:way:oneway': 'no'}",103.88562908330287,obxvfnaBoal|ru`@rlvvQ|iylE,25472808,25256623
2500,2500,25472808,25473073,4.166666666666667,600.0,1.0,1,{'car'},5221366502327137529,5221366502095137181,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'residential', 'osm:way:id': 38310454.0, 'osm:way:name': 'Brook Street', 'osm:way:oneway': 'no'}",53.902333831876845,obxvfnaBoal|ru`@ef|uHygojB,25472808,25473073
254,254,25472808,25472806,4.166666666666667,600.0,1.0,1,{'car'},5221366502327137529,5221366507106170749,"{'osm:way:highway': 'residential', 'osm:way:id': 4253623.0, 'osm:way:name': 'South Molton Lane', 'osm:way:oneway': 'yes'}",54.62302728978231,obxvfnaBoal|ru`@d{jcGgc_cE,25472808,25472806
282,282,25472872,25472873,4.166666666666667,600.0,1.0,1,{'car'},5221390738565121695,5221390736220908319,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253629.0, 'osm:way:name': 'Harpur Street'}",102.72516410269242,e~rjpyaBiur|f{`@_tqlGpz_uP,25472872,25472873
502,502,25472872,25475924,4.166666666666667,600.0,1.0,1,{'car'},5221390738565121695,5221390737045171267,"{'osm:way:highway': 'unclassified', 'osm:way:id': 561379444.0, 'osm:way:name': 'Dombey Street'}",25.29453438421098,e~rjpyaBiur|f{`@ahslCq`m|@,25472872,25475924
2015,2015,25472873,107855,22.22222222222222,6000.0,4.0,1,{'car'},5221390736220908319,5221390736076525379,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 199513144.0, 'osm:way:lanes': '4', 'osm:way:name': 'Theobalds Road'}",60.86966655546034,esexxyaBwyqfuz`@nltjIdtbfD,25472873,107855
2016,2016,25472873,107856,22.22222222222222,6000.0,4.0,1,{'car'},5221390736220908319,5221390736753279561,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 199513144.0, 'osm:way:lanes': '4', 'osm:way:name': 'Theobalds Road'}",73.01688652561275,esexxyaBwyqfuz`@eu}vKgwirD,25472873,107856
283,283,25472873,25472872,4.166666666666667,600.0,1.0,1,{'car'},5221390736220908319,5221390738565121695,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253629.0, 'osm:way:name': 'Harpur Street'}",102.72516410269242,esexxyaBwyqfuz`@~sqlGqz_uP,25472873,25472872
307,307,25472874,366518767,4.166666666666667,600.0,1.0,1,{'car'},5221390738952956467,5221390739334767479,"{'osm:way:highway': 'residential', 'osm:way:id': 32592744.0, 'osm:way:name': 'Gage Street'}",20.708762670797643,cjv}vxaBerfb_{`@~owoB`_bx@,25472874,366518767
339,339,25472874,1104496316,4.166666666666667,600.0,1.0,1,{'car'},5221390738952956467,5221390735946043045,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4254072.0, 'osm:way:name': 'Boswell Street', 'osm:way:oneway': 'yes'}",140.92924109413784,cjv}vxaBerfb_{`@cttxNhft`T,25472874,1104496316
1989,1989,25472904,11544695,4.166666666666667,600.0,1.0,1,{'car'},5221390822730850171,5221390822845602221,"{'osm:way:highway': 'residential', 'osm:way:id': 2592180.0, 'osm:way:name': 'Red Lion Street'}",89.52411264985697,ictakzaBgawukz`@mbgcDvt`hO,25472904,11544695
1990,1990,25472904,107856,4.166666666666667,600.0,1.0,1,{'car'},5221390822730850171,5221390736753279561,"{'osm:way:highway': 'residential', 'osm:way:id': 2592180.0, 'osm:way:name': 'Red Lion Street'}",84.49173110954261,ictakzaBgawukz`@|xnpDwodcN,25472904,107856
893,893,25472904,5517569293,4.166666666666667,600.0,1.0,1,{'car'},5221390822730850171,5221390736466027977,"{'osm:way:highway': 'unclassified', 'osm:way:id': 56062189.0, 'osm:way:name': 'Princeton Street'}",57.26422888546176,ictakzaBgawukz`@rdd{Hbz~sC,25472904,5517569293
894,894,25472904,25503716,4.166666666666667,600.0,1.0,1,{'car'},5221390822730850171,5221390823148712055,"{'osm:way:highway': 'unclassified', 'osm:way:id': 56062189.0, 'osm:way:name': 'Princeton Street'}",85.88758149649685,ictakzaBgawukz`@kdcfNe|k`E,25472904,25503716
1215,1215,25472906,2094965921,22.22222222222222,6000.0,4.0,1,{'car'},5221390735593826975,5221390735164827073,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'primary', 'osm:way:id': 4256876.0, 'osm:way:lanes': '4', 'osm:way:name': 'Procter Street', 'osm:way:oneway': 'yes'}",26.22685162162864,kidfqyaBwfdgny`@ipvi@tjfyC,25472906,2094965921
338,338,25472992,25472874,4.166666666666667,600.0,1.0,1,{'car'},5221390739156337795,5221390738952956467,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4254072.0, 'osm:way:name': 'Boswell Street', 'osm:way:oneway': 'yes'}",38.09916514661876,w_sgsxaB}spje{`@kibuBv`igE,25472992,25472874
1037,1037,25472994,25456190,4.166666666666667,1200.0,2.0,1,{'car'},5221390806804052631,5221390806953094705,"{'osm:way:highway': 'residential', 'osm:way:id': 4253828.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",31.707957795156034,w}wcp{aBsgzcu_a@m|lhCidggC,25472994,25456190
1832,1832,25472994,25472997,4.166666666666667,1200.0,2.0,1,{'car'},5221390806804052631,5221390806601662703,"{'osm:way:highway': 'residential', 'osm:way:id': 681004437.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",47.53381437548893,w}wcp{aBsgzcu_a@}pdkEbdbmE,25472994,25472997
1040,1040,25472995,25456190,4.166666666666667,1200.0,2.0,1,{'car'},5221390807042770439,5221390806953094705,"{'osm:way:highway': 'residential', 'osm:way:id': 4253828.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",34.0175174767587,cvl|x{aB}|lb~_a@|yenC~niuC,25472995,25456190
1825,1825,25472995,25472996,4.166666666666667,1200.0,2.0,1,{'car'},5221390807042770439,5221390807174885997,"{'osm:way:highway': 'residential', 'osm:way:id': 681004435.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",47.71217027662072,cvl|x{aB}|lb~_a@uhnrEfoegE,25472995,25472996
1826,1826,25472996,25472995,4.166666666666667,1200.0,2.0,1,{'car'},5221390807174885997,5221390807042770439,"{'osm:way:highway': 'residential', 'osm:way:id': 681004435.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",47.71217027662072,y_|o_|aBulfzw_a@thnrEgoegE,25472996,25472995
1827,1827,25472996,25472998,4.166666666666667,1200.0,2.0,1,{'car'},5221390807174885997,5221390807002454815,"{'osm:way:highway': 'residential', 'osm:way:id': 681004436.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",34.84814306636202,y_|o_|aBulfzw_a@f|cuCjrsuC,25472996,25472998
1830,1830,25472997,25472998,4.166666666666667,1200.0,2.0,1,{'car'},5221390806601662703,5221390807002454815,"{'osm:way:highway': 'residential', 'osm:way:id': 681004436.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",32.399691297303995,uo}ov{aBobwun_a@{qxhCyuylC,25472997,25472998
1831,1831,25472997,25472994,4.166666666666667,1200.0,2.0,1,{'car'},5221390806601662703,5221390806804052631,"{'osm:way:highway': 'residential', 'osm:way:id': 681004437.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",47.53381437548893,uo}ov{aBobwun_a@|pdkEcdbmE,25472997,25472994
1828,1828,25472998,25472996,4.166666666666667,1200.0,2.0,1,{'car'},5221390807002454815,5221390807174885997,"{'osm:way:highway': 'residential', 'osm:way:id': 681004436.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",34.84814306636202,qbwyz{aBiyqcs_a@g|cuCkrsuC,25472998,25472996
1829,1829,25472998,25472997,4.166666666666667,1200.0,2.0,1,{'car'},5221390807002454815,5221390806601662703,"{'osm:way:highway': 'residential', 'osm:way:id': 681004436.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Square'}",32.399691297303995,qbwyz{aBiyqcs_a@zqxhCxuylC,25472998,25472997
2208,2208,25472998,25473027,4.166666666666667,1200.0,2.0,1,{'car'},5221390807002454815,5221390807210153661,"{'osm:way:highway': 'residential', 'osm:way:id': 6246733.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Street'}",49.07842019531981,qbwyz{aBiyqcs_a@mkcpEjtmuE,25472998,25473027
1886,1886,25473009,1547268612,4.166666666666667,1200.0,2.0,1,{'car'},5221390806757277049,5221390806723670507,"{'osm:way:highway': 'unclassified', 'osm:way:id': 141351326.0, 'osm:way:lanes': '2', 'osm:way:name': 'Gwynne Place'}",19.710866666142635,_w|bp{aBak}fo_a@fxspAxjhwA,25473009,1547268612
2207,2207,25473027,25472998,4.166666666666667,1200.0,2.0,1,{'car'},5221390807210153661,5221390807002454815,"{'osm:way:highway': 'residential', 'osm:way:id': 6246733.0, 'osm:way:lanes': '2', 'osm:way:name': 'Granville Street'}",49.07842019531981,_o{ja|aB}ccml_a@lkcpEktmuE,25473027,25472998
2206,2206,25473028,1547268610,4.166666666666667,1200.0,2.0,1,{'car'},5221390806708822025,5221390806725832463,"{'osm:way:highway': 'unclassified', 'osm:way:id': 155724660.0, 'osm:way:lanes': '2', 'osm:way:name': 'Gwynne Place'}",12.130298568663271,c{rdk{aBkr}yi_a@a_ro@gnzv@,25473028,1547268610
598,598,25473028,2904256672,22.22222222222222,1500.0,1.0,1,{'car'},5221390806708822025,5221390812729294513,"{'osm:way:highway': 'primary', 'osm:way:id': 286754711.0, 'osm:way:name': ""King's Cross Road"", 'osm:way:oneway': 'no'}",34.808709319022775,c{rdk{aBkr}yi_a@xxkzCw|zoC,25473028,2904256672
599,599,25473028,109352,22.22222222222222,1500.0,1.0,1,{'car'},5221390806708822025,5221390806688332411,"{'osm:way:highway': 'primary', 'osm:way:id': 286754711.0, 'osm:way:name': ""King's Cross Road"", 'osm:way:oneway': 'no'}",27.861801198795586,c{rdk{aBkr}yi_a@g{xsBrzqzB,25473028,109352
1450,1450,25473073,3817942976,4.166666666666667,600.0,1.0,1,{'car'},5221366502095137181,5221366501949820761,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253731.0, 'osm:way:name': 'Haunch of Venison Yard'}",45.068264659761496,uiumpnaBij|gvu`@f}uvCsmmdF,25473073,3817942976
2501,2501,25473073,25472808,4.166666666666667,600.0,1.0,1,{'car'},5221366502095137181,5221366502327137529,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'residential', 'osm:way:id': 38310454.0, 'osm:way:name': 'Brook Street', 'osm:way:oneway': 'no'}",53.902333831876845,uiumpnaBij|gvu`@df|uHxgojB,25473073,25472808
2502,2502,25473073,168272,4.166666666666667,600.0,1.0,1,{'car'},5221366502095137181,5221366502047892771,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'residential', 'osm:way:id': 38310454.0, 'osm:way:name': 'Brook Street', 'osm:way:oneway': 'no'}",49.85207549120487,uiumpnaBij|gvu`@avp~GwjmbB,25473073,168272
1447,1447,25473074,3817942976,4.166666666666667,600.0,1.0,1,{'car'},5221366501847131139,5221366501949820761,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253731.0, 'osm:way:name': 'Haunch of Venison Yard'}",12.57773977559182,o~ejjnaBycml_v`@}kwj@zia~@,25473074,3817942976
1962,1962,25473293,25501289,4.166666666666667,600.0,1.0,1,{'car'},5221366129058856765,5221366130568200145,"{'osm:way:highway': 'unclassified', 'osm:way:id': 40976543.0, 'osm:way:name': 'Broadwick Street'}",40.11139309438544,cwicoraBatu{_v`@xiiyEjdwiB,25473293,25501289
3134,3134,25473293,3316828730,4.166666666666667,600.0,1.0,1,{'car'},5221366129058856765,5221366129057615897,"{'osm:way:highway': 'unclassified', 'osm:way:id': 325008373.0, 'osm:way:name': 'Lexington Street'}",6.470171434650179,cwicoraBatu{_v`@uudPd{pb@,25473293,3316828730
814,814,25473293,108073,4.166666666666667,600.0,1.0,1,{'car'},5221366129058856765,5221366129075541737,"{'osm:way:highway': 'unclassified', 'osm:way:id': 246902443.0, 'osm:way:name': 'Broadwick Street'}",20.743466997787706,cwicoraBatu{_v`@e~xpBm|mv@,25473293,108073
1016,1016,25473398,25473399,4.166666666666667,600.0,1.0,1,{'car'},5221366132595867397,5221366132449502329,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253807.0, 'osm:way:name': 'Kingly Street'}",42.999697888068695,ibit{paBajuiav`@lizrCmyywE,25473398,25473399
1015,1015,25473399,25473398,4.166666666666667,600.0,1.0,1,{'car'},5221366132449502329,5221366132595867397,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253807.0, 'osm:way:name': 'Kingly Street'}",42.999697888068695,{wm`wpaBodpbhv`@mizrClyywE,25473399,25473398
3349,3349,25473399,2047806092,6.944444444444445,1800.0,3.0,1,{'car'},5221366132449502329,5221366498618778099,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 232486356.0, 'osm:way:lanes': '3', 'osm:way:name': 'Great Marlborough Street'}",30.987895532515942,{wm`wpaBodpbhv`@bk`dDldj{A,25473399,2047806092
3350,3350,25473399,2480897574,6.944444444444445,1800.0,3.0,1,{'car'},5221366132449502329,5221366132401532101,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 232486356.0, 'osm:way:lanes': '3', 'osm:way:name': 'Great Marlborough Street'}",16.310755874555507,{wm`wpaBodpbhv`@oafvA_w~n@,25473399,2480897574
488,488,25473408,3316828730,4.166666666666667,600.0,1.0,1,{'car'},5221366128945659543,5221366129057615897,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4254044.0, 'osm:way:name': 'Lexington Street'}",52.63934048172863,w}ljtraBs|~{uu`@|n|tCgzc{G,25473408,3316828730
2719,2719,25473424,5453319326,6.944444444444445,600.0,1.0,1,{'car'},5221366122467741359,5221366124101311643,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 4253462.0, 'osm:way:name': 'Wardour Street', 'osm:way:oneway': 'yes'}",48.54747211048635,evqtysaBsbtbpu`@rh~iCeptdG,25473424,5453319326
2152,2152,25473490,102036,4.166666666666667,600.0,1.0,1,{'car'},5221390280756290125,5221390270219906735,"{'osm:way:highway': 'unclassified', 'osm:way:id': 67104767.0, 'osm:way:name': 'York Street'}",40.466556260282545,ahghfhaBarg_gz`@k{_jFev|jA,25473490,102036
1076,1076,25473503,25473504,4.166666666666667,600.0,1.0,1,{'car'},5221390281141951211,5221390283651578091,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253849.0, 'osm:way:name': 'Montagu Square', 'osm:way:oneway': 'yes'}",230.80026943035776,ills{haBsx}_my`@}yftLnrbzh@,25473503,25473504
3108,3108,25473503,275421,4.166666666666667,600.0,1.0,1,{'car'},5221390281141951211,5221390279660225353,"{'osm:way:highway': 'unclassified', 'osm:way:id': 491824130.0, 'osm:way:name': 'Montagu Place'}",27.262461094602376,ills{haBsx}_my`@ljn~Cpgnn@,25473503,275421
3109,3109,25473503,298208280,4.166666666666667,600.0,1.0,1,{'car'},5221390281141951211,5221390281242141321,"{'osm:way:highway': 'unclassified', 'osm:way:id': 491824130.0, 'osm:way:name': 'Montagu Place'}",23.76276122918593,ills{haBsx}_my`@w_viCoxii@,25473503,298208280
1471,1471,25473504,102032,6.944444444444445,600.0,1.0,1,{'car'},5221390283651578091,5221390278830062831,"{'osm:way:highway': 'tertiary', 'osm:way:id': 226745509.0, 'osm:way:name': 'George Street'}",30.88505249859155,ggthiiaBcezdcx`@lm{qD|fmz@,25473504,102032
1472,1472,25473504,102030,6.944444444444445,600.0,1.0,1,{'car'},5221390283651578091,5221390283809635779,"{'osm:way:highway': 'tertiary', 'osm:way:id': 226745509.0, 'osm:way:name': 'George Street'}",75.94176638348885,ggthiiaBcezdcx`@_s~|Lqc_}B,25473504,102030
736,736,25473506,3826609359,22.22222222222222,3000.0,2.0,1,{'car'},5221390282725071235,5221390282283701835,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 379359027.0, 'osm:way:lanes': '2', 'osm:way:name': 'Baker Street'}",75.79254830770121,ozkykjaBei}jfy`@ljiiC}}lxL,25473506,3826609359
755,755,25473506,25500807,22.22222222222222,4500.0,3.0,1,{'car'},5221390282725071235,5221390282845879105,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 379359030.0, 'osm:way:lanes': '3', 'osm:way:name': 'Baker Street'}",46.859453159405746,ozkykjaBei}jfy`@guzuA|{moG,25473506,25500807
1556,1556,25473511,295908497,22.22222222222222,3000.0,2.0,1,{'car'},5221390284898673245,5221366535845226269,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'primary', 'osm:way:id': 4486905.0, 'osm:way:lanes': '2', 'osm:way:name': 'Seymour Street'}",56.715253079769404,gzxbejaBgzs_|v`@~kdjIhxwcB,25473511,295908497
2163,2163,25473511,3216527446,22.22222222222222,4500.0,3.0,1,{'car'},5221390284898673245,5221366535347565007,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 499705517.0, 'osm:way:lanes': '3', 'osm:way:name': 'Portman Street'}",35.66974081304922,gzxbejaBgzs_|v`@qob`Ap{vnE,25473511,3216527446
2662,2662,25473511,1666324130,22.22222222222222,4500.0,3.0,1,{'car'},5221390284898673245,5221390284694107959,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 154029161.0, 'osm:way:lanes': '3', 'osm:way:name': 'Portman Square'}",108.00814258879824,gzxbejaBgzs_|v`@z~zhEszprR,25473511,1666324130
3182,3182,25473511,2524108625,22.22222222222222,4500.0,3.0,1,{'car'},5221390284898673245,5221390285022093929,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'primary', 'osm:way:id': 245170293.0, 'osm:way:lanes': '3', 'osm:way:name': 'Portman Square'}",42.01223639005153,gzxbejaBgzs_|v`@wisrFoy}nA,25473511,2524108625
1839,1839,25475206,294758557,4.166666666666667,600.0,1.0,1,{'car'},5221390758878145757,5221390656785907393,"{'osm:way:highway': 'unclassified', 'osm:way:id': 26839386.0, 'osm:way:name': 'Chalton Street'}",367.3902465425973,yn_dpuaB{ghs|_a@nmqdf@wzl`y@,25475206,294758557
2431,2431,25475206,1230341610,22.22222222222222,4000.0,2.0,1,{'car'},5221390758878145757,5221390758777900005,"{'osm:way:highway': 'trunk', 'osm:way:id': 41518101.0, 'osm:way:lanes': '2', 'osm:way:name': 'Euston Road', 'osm:way:oneway': 'yes'}",63.078611778695034,yn_dpuaB{ghs|_a@gp|wHwdg_F,25475206,1230341610
2391,2391,25475386,25475387,4.166666666666667,600.0,1.0,1,{'car'},5221390758186001281,5221390755762057903,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253991.0, 'osm:way:name': 'Sandwich Street'}",171.10255682322568,{et`lvaBskhqt_a@szwoOt_qc[,25475386,25475387
2394,2394,25475386,107981,4.166666666666667,600.0,1.0,1,{'car'},5221390758186001281,5221390757749727255,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253993.0, 'osm:way:name': 'Hastings Street'}",49.75403727984044,{et`lvaBskhqt_a@bzu{FfjkgD,25475386,107981
2395,2395,25475386,12959447,4.166666666666667,600.0,1.0,1,{'car'},5221390758186001281,5221390755324054861,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253993.0, 'osm:way:name': 'Hastings Street'}",41.0229181409522,{et`lvaBskhqt_a@irkoEomxiC,25475386,12959447
